feature_10,feature_30,feature_25,feature_26,feature_21,feature_6,feature_29,feature_20,feature_3,feature_4,feature_9,feature_5,feature_24,feature_1,feature_28,feature_23,feature_2,feature_14,feature_16,feature_11,feature_19,target
0.0657,0.08732,0.1298,0.2517,12.48,0.1021,0.2112,0.004738,74.52,403.5,0.1388,0.09261,474.2,11.51,0.09653,82.28,23.93,16.97,0.02982,0.2388,0.01488,0
0.06171,0.08321,0.1241,0.2264,15.3,0.1126,0.225,0.005304,91.38,600.4,0.1537,0.09929,706.7,14.05,0.1048,100.2,27.15,29.84,0.02678,0.3645,0.0208,0
0.05502,0.05905,0.09267,0.05494,11.92,0.03558,0.1566,0.001773,70.67,386.0,0.106,0.07449,439.6,11.2,0.0,75.19,29.37,22.81,0.008878,0.3141,0.01989,0
0.07152,0.1409,0.1417,0.7917,17.52,0.2087,0.4089,0.006142,103.4,716.9,0.2128,0.1048,915.0,15.22,0.2356,128.7,30.62,22.65,0.04844,0.2602,0.02137,1
0.06879,0.09873,0.1407,0.4186,24.29,0.2236,0.2929,0.006213,143.0,1347.0,0.2149,0.1099,1819.0,20.92,0.2542,179.1,25.09,118.8,0.0431,0.9622,0.02057,1
0.05623,0.07115,0.141,0.2113,25.45,0.1159,0.206,0.004239,142.0,1479.0,0.1726,0.111,2027.0,21.56,0.2216,166.1,22.39,158.7,0.02891,1.176,0.01114,1
0.05533,0.06637,0.1166,0.1922,23.69,0.1034,0.2572,0.002498,131.2,1261.0,0.1752,0.0978,1731.0,20.13,0.1628,155.0,28.25,99.04,0.02423,0.7655,0.01898,1
0.05648,0.0782,0.1139,0.3094,18.98,0.1023,0.2218,0.003892,108.3,858.1,0.159,0.08455,1124.0,16.6,0.1418,126.7,28.08,48.55,0.03731,0.4564,0.01318,1
0.07016,0.124,0.165,0.8681,25.74,0.277,0.4087,0.006185,140.1,1265.0,0.2397,0.1178,1821.0,20.6,0.265,184.6,29.33,86.22,0.06158,0.726,0.02324,1
0.05884,0.07039,0.08996,0.06444,9.456,0.04362,0.2871,0.002783,47.92,181.0,0.1587,0.05263,268.6,7.76,0.0,59.16,24.54,19.15,0.00466,0.3857,0.02676,0
